u_BT,PosXRight,PosYRight,u_VSP1,Absolute Time
0.020221,0.020600,1.000000,0.858369,3568296686.690520
0.020221,0.020600,1.000000,0.858369,3568296686.700519
0.020221,0.020600,1.000000,0.858369,3568296686.710521
0.020221,0.020600,1.000000,0.858369,3568296686.720521
0.020221,0.020600,1.000000,0.858369,3568296686.730520
0.020221,0.020600,1.000000,0.858369,3568296686.740519
0.020221,0.020600,1.000000,0.858369,3568296686.750521
0.020221,0.020600,1.000000,0.858369,3568296686.760521
0.020221,0.020600,1.000000,0.858369,3568296686.770521
0.020221,0.020600,1.000000,0.858369,3568296686.780521
0.020221,0.020600,1.000000,0.858369,3568296686.790522
0.020221,0.020600,1.000000,0.858369,3568296686.800522
0.020221,0.020600,1.000000,0.858369,3568296686.810522
0.020221,0.020600,1.000000,0.858369,3568296686.820524
0.020221,0.020600,1.000000,0.858369,3568296686.830524
0.020221,0.020600,1.000000,0.858369,3568296686.840523
0.020221,0.020600,1.000000,0.858369,3568296686.850523
0.020221,0.020600,1.000000,0.858369,3568296686.860525
0.020221,0.020600,1.000000,0.858369,3568296686.870525
0.020221,0.020600,1.000000,0.858369,3568296686.880526
0.020221,0.020600,1.000000,0.858369,3568296686.890525
0.020221,0.020600,1.000000,0.858369,3568296686.900525
0.020221,0.020600,1.000000,0.858369,3568296686.910525
0.020221,0.020600,1.000000,0.858369,3568296686.920527
0.020221,0.020600,1.000000,0.858369,3568296686.930526
0.020221,0.020600,1.000000,0.858369,3568296686.940527
0.020221,0.020600,1.000000,0.858369,3568296686.950526
0.020221,0.020600,1.000000,0.858369,3568296686.960527
0.020221,0.020600,1.000000,0.858369,3568296686.970526
0.020221,0.020600,1.000000,0.858369,3568296686.980528
0.020221,0.020600,1.000000,0.858369,3568296686.990528
0.020221,0.020600,1.000000,0.858369,3568296687.000529
0.020221,0.020600,1.000000,0.858369,3568296687.010528
0.020221,0.020600,1.000000,0.858369,3568296687.020530
0.020221,0.020600,1.000000,0.858369,3568296687.030529
0.020221,0.020600,1.000000,0.858369,3568296687.040529
0.020221,0.020600,1.000000,0.858369,3568296687.050529
0.020221,0.020600,1.000000,0.858369,3568296687.060530
0.020221,0.020600,1.000000,0.858369,3568296687.070529
0.020221,0.020600,1.000000,0.858369,3568296687.080530
