u_BT,PosXRight,PosYRight,u_VSP1
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.041261,0.000000
0.000000,0.000000,-0.041261,-0.035417
0.000000,0.000000,-0.154668,-0.035417
0.000000,0.000000,-0.154668,-0.132762
0.000000,0.000000,-0.340220,-0.132762
0.000000,0.000000,-0.340220,-0.292035
0.000000,0.000000,-0.597980,-0.292035
0.000000,0.000000,-0.597980,-0.513287
0.000000,0.000000,-0.876339,-0.513287
0.000000,0.000000,-1.000000,-0.752222
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.000000,-1.000000,-0.858369
0.000000,0.020600,-1.000000,-0.858369
0.020221,0.041231,-1.000000,-0.858369
0.040472,0.061831,-1.000000,-0.858369
0.060693,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.072146,-1.000000,-0.858369
0.070819,0.061831,-1.000000,-0.858369
0.060693,0.061831,-0.917570,-0.858369
0.060693,0.061831,-0.680441,-0.787613
0.060693,0.061831,-0.412397,-0.584069
0.060693,0.061831,-0.175268,-0.353989
0.060693,0.061831,-0.010315,-0.150444
0.060693,0.061831,-0.010315,-0.008854
0.060693,0.000000,-0.010315,-0.008854
0.000000,0.000000,0.000000,-0.008854
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
